2026-04-11
,,,,,,,,,,,,,,,,,,,,,,,
PoleId,ParkingSpaceId,Region,Region_tc,Region_sc,District,District_tc,District_sc,SubDistrict,SubDistrict_tc,SubDistrict_sc,Street,Street_tc,Street_sc,SectionOfStreet,SectionOfStreet_tc,SectionOfStreet_sc,Latitude,Longitude,VehicleType,LPP,OperatingPeriod,TimeUnit,PaymentUnit
10298,10298A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LEI CHENG UK,李鄭屋,李郑屋,KWONG LEE ROAD,廣利道,广利道,TONKIN STREET,東京街,东京街,22.33851652539252,114.1616809340758,A,120,D,15,4.00
10298,10298B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LEI CHENG UK,李鄭屋,李郑屋,KWONG LEE ROAD,廣利道,广利道,TONKIN STREET,東京街,东京街,22.33854220744412,114.1616424059676,A,120,D,15,4.00
103,103A,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,BAYS AREAS,海灣,海湾,SOUTH BAY ROAD,南灣道,南湾道,SOUTH BAY BEACH,南灣,南湾,22.22436369336475,114.1979244125134,A,120,D,15,4.00
103,103B,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,BAYS AREAS,海灣,海湾,SOUTH BAY ROAD,南灣道,南湾道,SOUTH BAY BEACH,南灣,南湾,22.22435055488534,114.1979013133336,A,120,D,15,4.00
1030,1030A,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,STANLEY & SHEK O,赤柱及石澳,赤柱及石澳,STANLEY MOUND ROAD,赤柱崗道,赤柱岗道,STANLEY VILLAGE ROAD,赤柱村道,赤柱村道,22.2215464,114.2123772,A,120,D,15,4.00
1030,1030B,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,STANLEY & SHEK O,赤柱及石澳,赤柱及石澳,STANLEY MOUND ROAD,赤柱崗道,赤柱岗道,STANLEY VILLAGE ROAD,赤柱村道,赤柱村道,22.2215386,114.2124007,A,120,D,15,4.00
10301,10301A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,UN CHAU,元洲,元洲,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.3396549,114.1572627,A,120,D,15,4.00
10301,10301B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,UN CHAU,元洲,元洲,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.3396977,114.1573056,A,120,D,15,4.00
10302,10302A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.3397381,114.1573465,A,120,D,15,4.00
10302,10302B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.3397809,114.1573881,A,120,D,15,4.00
10303,10303A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.3399709,114.1574606,A,120,D,15,4.00
10303,10303B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.3399349,114.1574271,A,120,D,15,4.00
1031,1031A,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,STANLEY & SHEK O,赤柱及石澳,赤柱及石澳,STANLEY MOUND ROAD,赤柱崗道,赤柱岗道,STANLEY VILLAGE ROAD,赤柱村道,赤柱村道,22.2215321,114.2124241,A,120,D,15,4.00
1031,1031B,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,STANLEY & SHEK O,赤柱及石澳,赤柱及石澳,STANLEY MOUND ROAD,赤柱崗道,赤柱岗道,STANLEY VILLAGE ROAD,赤柱村道,赤柱村道,22.2215243,114.2124485,A,120,D,15,4.00
10310,10310A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,UN CHAU,元洲,元洲,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.33980849964156,114.1574299869052,A,120,D,15,4.00
10310,10310B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,UN CHAU,元洲,元洲,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.33984374611316,114.1574614455979,A,120,D,15,4.00
10311,10311A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,UN CHAU,元洲,元洲,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.33988974642876,114.157502533521,A,120,D,15,4.00
10311,10311B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,UN CHAU,元洲,元洲,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.33992320016465,114.1575327082093,A,120,D,15,4.00
10312,10312A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,UN CHAU,元洲,元洲,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.3400585,114.1575342,A,120,D,15,4.00
10312,10312B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,UN CHAU,元洲,元洲,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.3400212,114.1575034,A,120,D,15,4.00
10316,10316A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.3404791,114.1579096,A,120,D,15,4.00
10316,10316B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.3404388,114.1578735,A,120,D,15,4.00
10317,10317A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.3405585,114.1579828,A,120,D,15,4.00
10317,10317B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.340519,114.1579458,A,120,D,15,4.00
10318,10318A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.3406362,114.158053,A,120,D,15,4.00
10318,10318B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.3405977,114.1580176,A,120,D,15,4.00
10319,10319A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.3407152,114.158124,A,120,D,15,4.00
10319,10319B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.3406755,114.1580895,A,120,D,15,4.00
1032,1032A,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,STANLEY & SHEK O,赤柱及石澳,赤柱及石澳,STANLEY MOUND ROAD,赤柱崗道,赤柱岗道,STANLEY VILLAGE ROAD,赤柱村道,赤柱村道,22.2215163,114.2124697,A,120,D,15,4.00
1032,1032B,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,STANLEY & SHEK O,赤柱及石澳,赤柱及石澳,STANLEY MOUND ROAD,赤柱崗道,赤柱岗道,STANLEY VILLAGE ROAD,赤柱村道,赤柱村道,22.2215097,114.2124915,A,120,D,15,4.00
10320,10320A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.3407952,114.1581944,A,120,D,15,4.00
10320,10320B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,CHEUNG FAT STREET,長發街,长发街,PO ON ROAD,保安道,保安道,22.3407557,114.1581596,A,120,D,15,4.00
10322,10322A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33783130467816,114.1538218363386,A,120,D,15,4.00
10323,10323A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33788089016804,114.1538693432346,A,120,D,15,4.00
10323,10323B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33791553960505,114.1539014423466,A,120,D,15,4.00
10325,10325A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33807363132629,114.1540408282849,A,120,D,15,4.00
10325,10325B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33804077394493,114.1540112973511,A,120,D,15,4.00
10326,10326A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33815189206216,114.1541114456307,A,120,D,15,4.00
10326,10326B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33811783994918,114.1540819148577,A,120,D,15,4.00
10327,10327A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.3382289575732,114.1541788540246,A,120,D,15,4.00
10327,10327B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.3381978928761,114.1541499643863,A,120,D,15,4.00
10328,10328A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33831080301876,114.1542533237665,A,120,D,15,4.00
10328,10328B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33827973851439,114.1542257183672,A,120,D,15,4.00
10329,10329B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33835381765567,114.1542937690165,A,120,D,15,4.00
1033,1033A,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,STANLEY & SHEK O,赤柱及石澳,赤柱及石澳,STANLEY MOUND ROAD,赤柱崗道,赤柱岗道,STANLEY VILLAGE ROAD,赤柱村道,赤柱村道,22.2215016,114.2125146,A,120,D,15,4.00
1033,1033B,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,STANLEY & SHEK O,赤柱及石澳,赤柱及石澳,STANLEY MOUND ROAD,赤柱崗道,赤柱岗道,STANLEY VILLAGE ROAD,赤柱村道,赤柱村道,22.2214948,114.2125367,A,120,D,15,4.00
10330,10330A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.3385302,114.1544453,A,120,D,15,4.00
10331,10331A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.3386309,114.1545286,A,120,D,15,4.00
10331,10331B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.3385936,114.1544952,A,120,D,15,4.00
10332,10332A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.3387339,114.1546172,A,120,D,15,4.00
10332,10332B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.338696,114.1545844,A,120,D,15,4.00
10333,10333B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.338155416462,114.1544275699386,A,120,D,15,4.00
10334,10334A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33820022272188,114.1544680149116,A,120,D,15,4.00
10334,10334B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.3382336772058,114.1544994718135,A,120,D,15,4.00
10335,10335A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33827908036819,114.1545399167372,A,120,D,15,4.00
10335,10335B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33831432731836,114.1545707317384,A,120,D,15,4.00
10336,10336A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33836212048039,114.1546150291492,A,120,D,15,4.00
10336,10336B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33839736724013,114.1546445599141,A,120,D,15,4.00
10337,10337A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33844516029383,114.1546882157247,A,120,D,15,4.00
10337,10337B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33847861563713,114.1547196727339,A,120,D,15,4.00
10338,10338A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.33852879708155,114.1547620429741,A,120,D,15,4.00
10338,10338B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,FORTUNE,幸福,幸福,HING WAH STREET,興華街,兴华街,CHEUNG SHA WAN ROAD,長沙灣道,长沙湾道,22.3385610575782,114.1547928585554,A,120,D,15,4.00
1034,1034A,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,STANLEY & SHEK O,赤柱及石澳,赤柱及石澳,STANLEY MOUND ROAD,赤柱崗道,赤柱岗道,STANLEY VILLAGE ROAD,赤柱村道,赤柱村道,22.2214873,114.2125602,A,120,D,15,4.00
1034,1034B,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,STANLEY & SHEK O,赤柱及石澳,赤柱及石澳,STANLEY MOUND ROAD,赤柱崗道,赤柱岗道,STANLEY VILLAGE ROAD,赤柱村道,赤柱村道,22.2214798,114.2125828,A,120,D,15,4.00
1035,1035A,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,STANLEY & SHEK O,赤柱及石澳,赤柱及石澳,STANLEY MOUND ROAD,赤柱崗道,赤柱岗道,STANLEY VILLAGE ROAD,赤柱村道,赤柱村道,22.2214726,114.212606,A,120,D,15,4.00
1035,1035B,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,STANLEY & SHEK O,赤柱及石澳,赤柱及石澳,STANLEY MOUND ROAD,赤柱崗道,赤柱岗道,STANLEY VILLAGE ROAD,赤柱村道,赤柱村道,22.2214646,114.2126293,A,120,D,15,4.00
10350,10350A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,CHEUNG WAH STREET,昌華街,昌华街,UN CHAU STREET,元州街,元州街,22.3392863091418,114.1537168912691,A,120,D,15,4.00
10350,10350B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,CHEUNG WAH STREET,昌華街,昌华街,UN CHAU STREET,元州街,元州街,22.33925404980522,114.1536892869649,A,120,D,15,4.00
10351,10351A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,CHEUNG WAH STREET,昌華街,昌华街,UN CHAU STREET,元州街,元州街,22.33936397272161,114.1537849415482,A,120,D,15,4.00
10351,10351B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,CHEUNG WAH STREET,昌華街,昌华街,UN CHAU STREET,元州街,元州街,22.33933290705544,114.1537560517638,A,120,D,15,4.00
10352,10352B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,CHEUNG WAH STREET,昌華街,昌华街,UN CHAU STREET,元州街,元州街,22.33941535078186,114.1538324486558,A,120,D,15,4.00
10358,10358A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,CHEUNG WAH STREET,昌華街,昌华街,FUK WING STREET,福榮街,福荣街,22.33876977103728,114.1533760227386,A,120,D,15,4.00
10358,10358B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,CHEUNG WAH STREET,昌華街,昌华街,FUK WING STREET,福榮街,福荣街,22.33880322668948,114.1534078648875,A,120,D,15,4.00
10359,10359A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,CHEUNG WAH STREET,昌華街,昌华街,FUK WING STREET,福榮街,福荣街,22.33884815249647,114.1534489523253,A,120,D,15,4.00
10359,10359B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,CHEUNG WAH STREET,昌華街,昌华街,FUK WING STREET,福榮街,福荣街,22.33888160723101,114.1534807945095,A,120,D,15,4.00
1036,1036A,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,STANLEY & SHEK O,赤柱及石澳,赤柱及石澳,STANLEY MOUND ROAD,赤柱崗道,赤柱岗道,STANLEY VILLAGE ROAD,赤柱村道,赤柱村道,22.2214569,114.2126531,A,120,D,15,4.00
10362,10362B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,CHEUNG WAH STREET,昌華街,昌华街,UN CHAU STREET,元州街,元州街,22.3393382822413,114.1538845616022,G,60,3A,30,2.00
10364,10364B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,SHUN NING ROAD,順寧道,顺宁道,CHEUNG WAH STREET,昌華街,昌华街,22.34053592147392,114.1546789236637,A,120,D,15,4.00
10365,10365A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,CHEUNG WAH STREET,昌華街,昌华街,PO ON ROAD,保安道,保安道,22.34053291028238,114.1549551306297,A,120,D,15,4.00
10365,10365B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,CHEUNG WAH STREET,昌華街,昌华街,PO ON ROAD,保安道,保安道,22.34056576756895,114.1549853049411,A,120,D,15,4.00
10369,10369A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,CHEUNG WAH STREET,昌華街,昌华街,PO ON ROAD,保安道,保安道,22.34059159612286,114.1548866927967,A,120,D,15,4.00
10369,10369B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,CHEUNG WAH STREET,昌華街,昌华街,PO ON ROAD,保安道,保安道,22.34056053065737,114.1548578025154,A,120,D,15,4.00
1037,1037A,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,STANLEY & SHEK O,赤柱及石澳,赤柱及石澳,STANLEY MOUND ROAD,赤柱崗道,赤柱岗道,STANLEY VILLAGE ROAD,赤柱村道,赤柱村道,22.22143775966296,114.2126932535856,A,120,D,15,4.00
1037,1037B,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,STANLEY & SHEK O,赤柱及石澳,赤柱及石澳,STANLEY MOUND ROAD,赤柱崗道,赤柱岗道,STANLEY VILLAGE ROAD,赤柱村道,赤柱村道,22.22142341436751,114.21273430961,A,120,D,15,4.00
10371,10371A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,SHUN NING ROAD,順寧道,顺宁道,CHEUNG WAH STREET,昌華街,昌华街,22.34046979234907,114.1546125100773,A,120,D,15,4.00
10372,10372A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,SHUN NING ROAD,順寧道,顺宁道,CHEUNG WAH STREET,昌華街,昌华街,22.34053727961267,114.1545270992317,A,120,D,15,4.00
10372,10372B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,SHUN NING ROAD,順寧道,顺宁道,CHEUNG WAH STREET,昌華街,昌华街,22.34050562608852,114.1545630615531,A,120,D,15,4.00
10373,10373A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,SHUN NING ROAD,順寧道,顺宁道,CHEUNG WAH STREET,昌華街,昌华街,22.34060058576528,114.154442330633,A,120,D,15,4.00
10373,10373B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,SHUN NING ROAD,順寧道,顺宁道,CHEUNG WAH STREET,昌華街,昌华街,22.34057251559063,114.1544782933892,A,120,D,15,4.00
10374,10374A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,SHUN NING ROAD,順寧道,顺宁道,CHEUNG WAH STREET,昌華街,昌华街,22.34066568344907,114.1543569200088,A,120,D,15,4.00
10374,10374B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,SHUN NING ROAD,順寧道,顺宁道,CHEUNG WAH STREET,昌華街,昌华街,22.34063761373818,114.1543960930484,A,120,D,15,4.00
10376,10376A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,SHUN NING ROAD,順寧道,顺宁道,WING HONG STREET,永康街,永康街,22.34080857977927,114.1541767957639,A,120,D,15,4.00
10376,10376B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,SHUN NING ROAD,順寧道,顺宁道,WING HONG STREET,永康街,永康街,22.3407799123851,114.1542101901323,A,120,D,15,4.00
10377,10377B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,SHUN NING ROAD,順寧道,顺宁道,WING HONG STREET,永康街,永康街,22.34084919173172,114.1541228516846,A,120,D,15,4.00
10378,10378A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,SHUN NING ROAD,順寧道,顺宁道,CHEUNG WAH STREET,昌華街,昌华街,22.34057462224581,114.1546280622475,A,120,D,15,4.00
10378,10378B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,SHUN NING ROAD,順寧道,顺宁道,CHEUNG WAH STREET,昌華街,昌华街,22.34060281137531,114.1545900454085,A,120,D,15,4.00
10379,10379A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,SHUN NING ROAD,順寧道,顺宁道,CHEUNG WAH STREET,昌華街,昌华街,22.34064007848846,114.154542266283,A,120,D,15,4.00
1038,1038A,HONG KONG,香港島,香港岛,SOUTHERN,南區,南区,STANLEY & SHEK O,赤柱及石澳,赤柱及石澳,STANLEY MOUND ROAD,赤柱崗道,赤柱岗道,STANLEY VILLAGE ROAD,赤柱村道,赤柱村道,22.2214047,114.2127933,A,120,D,15,4.00
10380,10380A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,FUK WING STREET,福榮街,福荣街,TONKIN STREET,東京街,东京街,22.3360577,114.1573936,A,120,D,15,4.00
10380,10380B,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,FUK WING STREET,福榮街,福荣街,TONKIN STREET,東京街,东京街,22.3360285,114.1574346,A,120,D,15,4.00
10381,10381A,KOWLOON,九龍,九龙,SHAM SHUI PO,深水埗,深水埗,LAI CHI KOK NORTH,荔枝角北,荔枝角北,FUK WING STREET,福榮街,福荣街,TONKIN STREET,東京街,东京街,22.3359795,114.1574994,A,120,D,15,4.00
