label,query,subcategory,exact_name,name_contains,district,aliases_en,aliases_zh,append_to,limit,enabled
香港導盲犬學苑,香港導盲犬學苑,housingEstate,香港導盲犬學苑,,,,,,1,true
香港村,香港村,housingEstate,香港村,,,,,,1,true
香港聖公會東涌綜合服務-消閒閣,香港聖公會東涌綜合服務-消閒閣,housingEstate,香港聖公會東涌綜合服務-消閒閣,,,,,,1,true
馬灣新村,馬灣新村,housingEstate,馬灣新村,,,,,,1,true
馬鞍山村,馬鞍山村,housingEstate,馬鞍山村,,,,,,1,true
馬鞍山村食水缸,馬鞍山村食水缸,housingEstate,馬鞍山村食水缸,,,,,,1,true
駿景閣,駿景閣,housingEstate,駿景閣,,,,,,1,true
高埔新村,高埔新村,housingEstate,高埔新村,,,,,,1,true
高山村,高山村,housingEstate,高山村,,,,,,1,true
高景臺,高景臺,housingEstate,高景臺,,,,,,1,true
鳳凰新村,鳳凰新村,housingEstate,鳳凰新村,,,,,,1,true
鹹田新村,鹹田新村,housingEstate,鹹田新村,,,,,,1,true
