label,query,subcategory,exact_name,name_contains,district,aliases_en,aliases_zh,append_to,limit,enabled
香港心理衛生會李鄭屋宿舍,香港心理衛生會李鄭屋宿舍,majorDestination,香港心理衛生會李鄭屋宿舍,,,,,,1,true
香港心理衛生會艾齡樓,香港心理衛生會艾齡樓,majorDestination,香港心理衛生會艾齡樓,,,,,,1,true
香港拳擊總會有限公司,香港拳擊總會有限公司,majorDestination,香港拳擊總會有限公司,,,,,,1,true
香港明愛粉嶺宿舍,香港明愛粉嶺宿舍,majorDestination,香港明愛粉嶺宿舍,,,,,,1,true
香港板球,香港板球,majorDestination,香港板球,,,,,,1,true
香港欖球總會,香港欖球總會,majorDestination,香港欖球總會,,,,,,1,true
香港神託會耀安宿舍,香港神託會耀安宿舍,majorDestination,香港神託會耀安宿舍,,,,,,1,true
香港科學館,香港科學館,majorDestination,香港科學館,,,,,,1,true
香港籃球總會有限公司,香港籃球總會有限公司,majorDestination,香港籃球總會有限公司,,,,,,1,true
香港羽毛球總會有限公司,香港羽毛球總會有限公司,majorDestination,香港羽毛球總會有限公司,,,,,,1,true
香港聖公會福利協會康恩園 (中途宿舍),香港聖公會福利協會康恩園 (中途宿舍),majorDestination,香港聖公會福利協會康恩園 (中途宿舍),,,,,,1,true
香港金鐘毅風,香港金鐘毅風,majorDestination,香港金鐘毅風,,,,,,1,true
香港電影資料館,香港電影資料館,majorDestination,香港電影資料館,,,,,,1,true
香港高爾夫球總會有限公司,香港高爾夫球總會有限公司,majorDestination,香港高爾夫球總會有限公司,,,,,,1,true
馬灣公園挪亞方舟,馬灣公園挪亞方舟,majorDestination,馬灣公園挪亞方舟,,,,,,1,true
馬灣古代稅關遺址,馬灣古代稅關遺址,majorDestination,馬灣古代稅關遺址,,,,,,1,true
馬灣東灣泳灘,馬灣東灣泳灘,majorDestination,馬灣東灣泳灘,,,,,,1,true
馬鞍山特別地區,馬鞍山特別地區,majorDestination,馬鞍山特別地區,,,,,,1,true
馬鞍山運動場,馬鞍山運動場,majorDestination,馬鞍山運動場,,,,,,1,true
駿馬精密有限公司,駿馬精密有限公司,majorDestination,駿馬精密有限公司,,,,,,1,true
體育係,體育係,majorDestination,體育係,,,,,,1,true
高山劇場,高山劇場,majorDestination,高山劇場,,,,,,1,true
高山劇場新翼,高山劇場新翼,majorDestination,高山劇場新翼,,,,,,1,true
高雲山莊7座,高雲山莊7座,majorDestination,高雲山莊7座,,,,,,1,true
魚菜科學園,魚菜科學園,majorDestination,魚菜科學園,,,,,,1,true
鯉魚門籃球場,鯉魚門籃球場,majorDestination,鯉魚門籃球場,,,,,,1,true
鰂魚涌公園 (指定位置),鰂魚涌公園 (指定位置),majorDestination,鰂魚涌公園 (指定位置),,,,,,1,true
麒麟崗公眾公園,麒麟崗公眾公園,majorDestination,麒麟崗公眾公園,,,,,,1,true
麗城薈2,麗城薈2,majorDestination,麗城薈2,,,,,,1,true
麥理浩復康院,麥理浩復康院,majorDestination,麥理浩復康院,,,,,,1,true
黃麗松講堂,黃麗松講堂,majorDestination,黃麗松講堂,,,,,,1,true
Ｓｔ·Ｇｅｏｒｇｅ＇ｓ Ｍａｎｓｉｏｎｓ 第三座,Ｓｔ·Ｇｅｏｒｇｅ＇ｓ Ｍａｎｓｉｏｎｓ 第三座,majorDestination,Ｓｔ·Ｇｅｏｒｇｅ＇ｓ Ｍａｎｓｉｏｎｓ 第三座,,,,,,1,true
Ｓｔ·Ｇｅｏｒｇｅ＇ｓ Ｍａｎｓｉｏｎｓ 第二座,Ｓｔ·Ｇｅｏｒｇｅ＇ｓ Ｍａｎｓｉｏｎｓ 第二座,majorDestination,Ｓｔ·Ｇｅｏｒｇｅ＇ｓ Ｍａｎｓｉｏｎｓ 第二座,,,,,,1,true
中央工業大廈,中央工業大廈,industrialArea,中央工業大廈,,,,,,1,true
Alto Residences House 1,Alto Residences House 1,housingEstate,Alto Residences House 1,,,,,,1,true
Alto Residences House 11,Alto Residences House 11,housingEstate,Alto Residences House 11,,,,,,1,true
Alto Residences House 12,Alto Residences House 12,housingEstate,Alto Residences House 12,,,,,,1,true
Alto Residences House 15,Alto Residences House 15,housingEstate,Alto Residences House 15,,,,,,1,true
Alto Residences House 16,Alto Residences House 16,housingEstate,Alto Residences House 16,,,,,,1,true
Alto Residences House 17,Alto Residences House 17,housingEstate,Alto Residences House 17,,,,,,1,true
Alto Residences House 18,Alto Residences House 18,housingEstate,Alto Residences House 18,,,,,,1,true
Alto Residences House 19,Alto Residences House 19,housingEstate,Alto Residences House 19,,,,,,1,true
Alto Residences House 2,Alto Residences House 2,housingEstate,Alto Residences House 2,,,,,,1,true
Alto Residences House 20,Alto Residences House 20,housingEstate,Alto Residences House 20,,,,,,1,true
Alto Residences House 21,Alto Residences House 21,housingEstate,Alto Residences House 21,,,,,,1,true
Alto Residences House 22,Alto Residences House 22,housingEstate,Alto Residences House 22,,,,,,1,true
Alto Residences House 23,Alto Residences House 23,housingEstate,Alto Residences House 23,,,,,,1,true
Alto Residences House 25,Alto Residences House 25,housingEstate,Alto Residences House 25,,,,,,1,true
Alto Residences House 26,Alto Residences House 26,housingEstate,Alto Residences House 26,,,,,,1,true
Alto Residences House 27,Alto Residences House 27,housingEstate,Alto Residences House 27,,,,,,1,true
Alto Residences House 3,Alto Residences House 3,housingEstate,Alto Residences House 3,,,,,,1,true
Alto Residences House 5,Alto Residences House 5,housingEstate,Alto Residences House 5,,,,,,1,true
Alto Residences House 6,Alto Residences House 6,housingEstate,Alto Residences House 6,,,,,,1,true
Alto Residences House 7,Alto Residences House 7,housingEstate,Alto Residences House 7,,,,,,1,true
Alto Residences House 8,Alto Residences House 8,housingEstate,Alto Residences House 8,,,,,,1,true
Alto Residences House 9,Alto Residences House 9,housingEstate,Alto Residences House 9,,,,,,1,true
OK便利店-山景邨,OK便利店-山景邨,housingEstate,OK便利店-山景邨,,,,,,1,true
PARKNSHOP 新翠邨,PARKNSHOP 新翠邨,housingEstate,PARKNSHOP 新翠邨,,,,,,1,true
PARKNSHOP 興華邨,PARKNSHOP 興華邨,housingEstate,PARKNSHOP 興華邨,,,,,,1,true
PARKNSHOP-樂華邨,PARKNSHOP-樂華邨,housingEstate,PARKNSHOP-樂華邨,,,,,,1,true
Wi-Fi.HK 熱點位置: 麥當勞 - 真善美邨,Wi-Fi.HK 熱點位置: 麥當勞 - 真善美邨,housingEstate,Wi-Fi.HK 熱點位置: 麥當勞 - 真善美邨,,,,,,1,true
下洋新村,下洋新村,housingEstate,下洋新村,,,,,,1,true
中嘉閣,中嘉閣,housingEstate,中嘉閣,,,,,,1,true
中興閣,中興閣,housingEstate,中興閣,,,,,,1,true
井頭中村,井頭中村,housingEstate,井頭中村,,,,,,1,true
井頭中村休憩處,井頭中村休憩處,housingEstate,井頭中村休憩處,,,,,,1,true
亨富閣,亨富閣,housingEstate,亨富閣,,,,,,1,true
仁翠苑,仁翠苑,housingEstate,仁翠苑,,,,,,1,true
佳翠苑,佳翠苑,housingEstate,佳翠苑,,,,,,1,true
俐富苑,俐富苑,housingEstate,俐富苑,,,,,,1,true
俐富苑A座,俐富苑A座,housingEstate,俐富苑A座,,,,,,1,true
俐富苑B座,俐富苑B座,housingEstate,俐富苑B座,,,,,,1,true
俐富苑C座,俐富苑C座,housingEstate,俐富苑C座,,,,,,1,true
俐富苑D座,俐富苑D座,housingEstate,俐富苑D座,,,,,,1,true
俐富苑E座,俐富苑E座,housingEstate,俐富苑E座,,,,,,1,true
俐富苑F座,俐富苑F座,housingEstate,俐富苑F座,,,,,,1,true
傲山村,傲山村,housingEstate,傲山村,,,,,,1,true
光景臺,光景臺,housingEstate,光景臺,,,,,,1,true
北社新村,北社新村,housingEstate,北社新村,,,,,,1,true
半山村,半山村,housingEstate,半山村,,,,,,1,true
南山村公所,南山村公所,housingEstate,南山村公所,,,,,,1,true
南山邨,南山邨,housingEstate,南山邨,,,,,,1,true
南山邨平台涼亭,南山邨平台涼亭,housingEstate,南山邨平台涼亭,,,,,,1,true
南灣新村,南灣新村,housingEstate,南灣新村,,,,,,1,true
南豐新邨,南豐新邨,housingEstate,南豐新邨,,,,,,1,true
台北經濟文化辦事處,台北經濟文化辦事處,housingEstate,台北經濟文化辦事處,,,,,,1,true
台山中心,台山中心,housingEstate,台山中心,,,,,,1,true
和景閣,和景閣,housingEstate,和景閣,,,,,,1,true
嘉翠苑A座,嘉翠苑A座,housingEstate,嘉翠苑A座,,,,,,1,true
嘉翠苑B座,嘉翠苑B座,housingEstate,嘉翠苑B座,,,,,,1,true
嘉翠苑C座,嘉翠苑C座,housingEstate,嘉翠苑C座,,,,,,1,true
嘉翠苑D座,嘉翠苑D座,housingEstate,嘉翠苑D座,,,,,,1,true
嘉翠苑E座,嘉翠苑E座,housingEstate,嘉翠苑E座,,,,,,1,true
嘉翠苑F座,嘉翠苑F座,housingEstate,嘉翠苑F座,,,,,,1,true
嘉翠苑H座,嘉翠苑H座,housingEstate,嘉翠苑H座,,,,,,1,true
嘉翠苑I座,嘉翠苑I座,housingEstate,嘉翠苑I座,,,,,,1,true
回收機構及收集點： 宜家家居,回收機構及收集點： 宜家家居,housingEstate,回收機構及收集點： 宜家家居,,,,,,1,true
圓滿閣,圓滿閣,housingEstate,圓滿閣,,,,,,1,true
坪輋新村,坪輋新村,housingEstate,坪輋新村,,,,,,1,true
基督教華富邨潮人生命堂,基督教華富邨潮人生命堂,housingEstate,基督教華富邨潮人生命堂,,,,,,1,true
基督教華富邨潮人生命堂自修中心,基督教華富邨潮人生命堂自修中心,housingEstate,基督教華富邨潮人生命堂自修中心,,,,,,1,true
塘坑東村,塘坑東村,housingEstate,塘坑東村,,,,,,1,true
塘肚山村,塘肚山村,housingEstate,塘肚山村,,,,,,1,true
壁屋新村,壁屋新村,housingEstate,壁屋新村,,,,,,1,true
大坑東邨,大坑東邨,housingEstate,大坑東邨,,,,,,1,true
大坑西新邨,大坑西新邨,housingEstate,大坑西新邨,,,,,,1,true
天富苑,天富苑,housingEstate,天富苑,,,,,,1,true
天富苑A座 (別稱),天富苑A座 (別稱),housingEstate,天富苑A座 (別稱),,,,,,1,true
天富苑B座 (別稱),天富苑B座 (別稱),housingEstate,天富苑B座 (別稱),,,,,,1,true
天富苑C座 (別稱),天富苑C座 (別稱),housingEstate,天富苑C座 (別稱),,,,,,1,true
天富苑D座 (別稱),天富苑D座 (別稱),housingEstate,天富苑D座 (別稱),,,,,,1,true
天富苑E座 (別稱),天富苑E座 (別稱),housingEstate,天富苑E座 (別稱),,,,,,1,true
天富苑F座 (別稱),天富苑F座 (別稱),housingEstate,天富苑F座 (別稱),,,,,,1,true
天富苑G座 (別稱),天富苑G座 (別稱),housingEstate,天富苑G座 (別稱),,,,,,1,true
天富苑H座 (別稱),天富苑H座 (別稱),housingEstate,天富苑H座 (別稱),,,,,,1,true
天富苑J座 (別稱),天富苑J座 (別稱),housingEstate,天富苑J座 (別稱),,,,,,1,true
天富苑K座 (別稱),天富苑K座 (別稱),housingEstate,天富苑K座 (別稱),,,,,,1,true
天富苑L座 (別稱),天富苑L座 (別稱),housingEstate,天富苑L座 (別稱),,,,,,1,true
天富苑M座 (別稱),天富苑M座 (別稱),housingEstate,天富苑M座 (別稱),,,,,,1,true
天富苑N座 (別稱),天富苑N座 (別稱),housingEstate,天富苑N座 (別稱),,,,,,1,true
天富苑O座 (別稱),天富苑O座 (別稱),housingEstate,天富苑O座 (別稱),,,,,,1,true
天富苑P座 (別稱),天富苑P座 (別稱),housingEstate,天富苑P座 (別稱),,,,,,1,true
天平山村,天平山村,housingEstate,天平山村,,,,,,1,true
天華邨(流動圖書館十一),天華邨(流動圖書館十一),housingEstate,天華邨(流動圖書館十一),,,,,,1,true
天華邨服務設施大樓,天華邨服務設施大樓,housingEstate,天華邨服務設施大樓,,,,,,1,true
天華邨服務設施大樓2/F排球場,天華邨服務設施大樓2/F排球場,housingEstate,天華邨服務設施大樓2/F排球場,,,,,,1,true
天華邨服務設施大樓地下,天華邨服務設施大樓地下,housingEstate,天華邨服務設施大樓地下,,,,,,1,true
安景閣,安景閣,housingEstate,安景閣,,,,,,1,true
安麗苑A座,安麗苑A座,housingEstate,安麗苑A座,,,,,,1,true
安麗苑B座,安麗苑B座,housingEstate,安麗苑B座,,,,,,1,true
安麗苑C座,安麗苑C座,housingEstate,安麗苑C座,,,,,,1,true
富山邨,富山邨,housingEstate,富山邨,,,,,,1,true
富昌邨,富昌邨,housingEstate,富昌邨,,,,,,1,true
富景苑,富景苑,housingEstate,富景苑,,,,,,1,true
富苑,富苑,housingEstate,富苑,,,,,,1,true
寶苑A座,寶苑A座,housingEstate,寶苑A座,,,,,,1,true
寶苑B座,寶苑B座,housingEstate,寶苑B座,,,,,,1,true
對面海村,對面海村,housingEstate,對面海村,,,,,,1,true
對面海邨,對面海邨,housingEstate,對面海邨,,,,,,1,true
對面海邨海昌樓,對面海邨海昌樓,housingEstate,對面海邨海昌樓,,,,,,1,true
對面海邨海泰樓,對面海邨海泰樓,housingEstate,對面海邨海泰樓,,,,,,1,true
尤德爵士紀念亭觀景台,尤德爵士紀念亭觀景台,housingEstate,尤德爵士紀念亭觀景台,,,,,,1,true
屏山新村,屏山新村,housingEstate,屏山新村,,,,,,1,true
山景邨,山景邨,housingEstate,山景邨,,,,,,1,true
山景邨(流動圖書館三),山景邨(流動圖書館三),housingEstate,山景邨(流動圖書館三),,,,,,1,true
山景邨社區康樂大樓 (別稱),山景邨社區康樂大樓 (別稱),housingEstate,山景邨社區康樂大樓 (別稱),,,,,,1,true
山村大廈,山村大廈,housingEstate,山村大廈,,,,,,1,true
山村臺,山村臺,housingEstate,山村臺,,,,,,1,true
山村閣,山村閣,housingEstate,山村閣,,,,,,1,true
山翠苑A座,山翠苑A座,housingEstate,山翠苑A座,,,,,,1,true
山翠苑B座,山翠苑B座,housingEstate,山翠苑B座,,,,,,1,true
山翠苑C座,山翠苑C座,housingEstate,山翠苑C座,,,,,,1,true
