label,query,subcategory,exact_name,name_contains,district,aliases_en,aliases_zh,append_to,limit,enabled
住得好長洲花園渡假屋,住得好長洲花園渡假屋,housingEstate,住得好長洲花園渡假屋,,,,,,1,true
何東花園,何東花園,housingEstate,何東花園,,,,,,1,true
俊亨豪苑十座,俊亨豪苑十座,housingEstate,俊亨豪苑十座,,,,,,1,true
俊士居,俊士居,housingEstate,俊士居,,,,,,1,true
倚麗花園,倚麗花園,housingEstate,倚麗花園,,,,,,1,true
倚麗花園2號,倚麗花園2號,housingEstate,倚麗花園2號,,,,,,1,true
倚麗花園3號,倚麗花園3號,housingEstate,倚麗花園3號,,,,,,1,true
倚麗花園4號,倚麗花園4號,housingEstate,倚麗花園4號,,,,,,1,true
偉士居,偉士居,housingEstate,偉士居,,,,,,1,true
偉景花園第一座,偉景花園第一座,housingEstate,偉景花園第一座,,,,,,1,true
偉景花園第五座,偉景花園第五座,housingEstate,偉景花園第五座,,,,,,1,true
健明邨E座 (別稱),健明邨E座 (別稱),housingEstate,健明邨E座 (別稱),,,,,,1,true
健明邨明宙樓,健明邨明宙樓,housingEstate,健明邨明宙樓,,,,,,1,true
元州邨五期停車場,元州邨五期停車場,housingEstate,元州邨五期停車場,,,,,,1,true
元新花園,元新花園,housingEstate,元新花園,,,,,,1,true
兆山苑,兆山苑,housingEstate,兆山苑,,,,,,1,true
兆山苑A座 (別稱),兆山苑A座 (別稱),housingEstate,兆山苑A座 (別稱),,,,,,1,true
兆山苑B座 (別稱),兆山苑B座 (別稱),housingEstate,兆山苑B座 (別稱),,,,,,1,true
兆山苑C座 (別稱),兆山苑C座 (別稱),housingEstate,兆山苑C座 (別稱),,,,,,1,true
兆山苑D座 (別稱),兆山苑D座 (別稱),housingEstate,兆山苑D座 (別稱),,,,,,1,true
兆山苑E座 (別稱),兆山苑E座 (別稱),housingEstate,兆山苑E座 (別稱),,,,,,1,true
兆山苑F座 (別稱),兆山苑F座 (別稱),housingEstate,兆山苑F座 (別稱),,,,,,1,true
兆山苑G座 (別稱),兆山苑G座 (別稱),housingEstate,兆山苑G座 (別稱),,,,,,1,true
兆山苑H座 (別稱),兆山苑H座 (別稱),housingEstate,兆山苑H座 (別稱),,,,,,1,true
兆山苑J座 (別稱),兆山苑J座 (別稱),housingEstate,兆山苑J座 (別稱),,,,,,1,true
兆山苑K座 (別稱),兆山苑K座 (別稱),housingEstate,兆山苑K座 (別稱),,,,,,1,true
兆山苑L座 (別稱),兆山苑L座 (別稱),housingEstate,兆山苑L座 (別稱),,,,,,1,true
兆山苑M座 (別稱),兆山苑M座 (別稱),housingEstate,兆山苑M座 (別稱),,,,,,1,true
兆山苑月租停車場,兆山苑月租停車場,housingEstate,兆山苑月租停車場,,,,,,1,true
冠山苑,冠山苑,housingEstate,冠山苑,,,,,,1,true
利東邨,利東邨,housingEstate,利東邨,,,,,,1,true
前何東花園住宅項目,前何東花園住宅項目,housingEstate,前何東花園住宅項目,,,,,,1,true
劍橋花園,劍橋花園,housingEstate,劍橋花園,,,,,,1,true
北角台,北角台,housingEstate,北角台,,,,,,1,true
匡智水泉澳綜合復康中心 - 泉匯軒,匡智水泉澳綜合復康中心 - 泉匯軒,housingEstate,匡智水泉澳綜合復康中心 - 泉匯軒,,,,,,1,true
匡智水泉澳綜合復康中心-泉智軒,匡智水泉澳綜合復康中心-泉智軒,housingEstate,匡智水泉澳綜合復康中心-泉智軒,,,,,,1,true
南山苑,南山苑,housingEstate,南山苑,,,,,,1,true
卜公花園,卜公花園,housingEstate,卜公花園,,,,,,1,true
厚德邨第5座 (別稱),厚德邨第5座 (別稱),housingEstate,厚德邨第5座 (別稱),,,,,,1,true
又一村花園,又一村花園,housingEstate,又一村花園,,,,,,1,true
名人花園,名人花園,housingEstate,名人花園,,,,,,1,true
名士居,名士居,housingEstate,名士居,,,,,,1,true
向東閣,向東閣,housingEstate,向東閣,,,,,,1,true
和富花園,和富花園,housingEstate,和富花園,,,,,,1,true
啓東閣,啓東閣,housingEstate,啓東閣,,,,,,1,true
喜東閣,喜東閣,housingEstate,喜東閣,,,,,,1,true
嘉威花園,嘉威花園,housingEstate,嘉威花園,,,,,,1,true
嘉康閣,嘉康閣,housingEstate,嘉康閣,,,,,,1,true
嘉文花園第一座,嘉文花園第一座,housingEstate,嘉文花園第一座,,,,,,1,true
嘉碧苑第10座,嘉碧苑第10座,housingEstate,嘉碧苑第10座,,,,,,1,true
嘉碧苑第5座,嘉碧苑第5座,housingEstate,嘉碧苑第5座,,,,,,1,true
嘉美花園,嘉美花園,housingEstate,嘉美花園,,,,,,1,true
嘉苑A座,嘉苑A座,housingEstate,嘉苑A座,,,,,,1,true
嘉苑B座,嘉苑B座,housingEstate,嘉苑B座,,,,,,1,true
嘉苑C座,嘉苑C座,housingEstate,嘉苑C座,,,,,,1,true
嘉苑D座,嘉苑D座,housingEstate,嘉苑D座,,,,,,1,true
嘉麗花園,嘉麗花園,housingEstate,嘉麗花園,,,,,,1,true
園景軒餐廳,園景軒餐廳,housingEstate,園景軒餐廳,,,,,,1,true
均富花園,均富花園,housingEstate,均富花園,,,,,,1,true
坪麗苑,坪麗苑,housingEstate,坪麗苑,,,,,,1,true
城市花園第10座,城市花園第10座,housingEstate,城市花園第10座,,,,,,1,true
城市花園第1座,城市花園第1座,housingEstate,城市花園第1座,,,,,,1,true
城市花園第5座,城市花園第5座,housingEstate,城市花園第5座,,,,,,1,true
基督徒信望愛堂課餘託管中心(翠屏邨),基督徒信望愛堂課餘託管中心(翠屏邨),housingEstate,基督徒信望愛堂課餘託管中心(翠屏邨),,,,,,1,true
壽山花園,壽山花園,housingEstate,壽山花園,,,,,,1,true
大元邨,大元邨,housingEstate,大元邨,,,,,,1,true
