label,query,subcategory,exact_name,name_contains,district,aliases_en,aliases_zh,append_to,limit,enabled
將軍澳運動場,將軍澳運動場,majorDestination,將軍澳運動場,,,,,,1,true
山.海.關,山.海.關,majorDestination,山.海.關,,,,,,1,true
峻瀅II,峻瀅II,majorDestination,峻瀅II,,,,,,1,true
嵐山第7座,嵐山第7座,majorDestination,嵐山第7座,,,,,,1,true
川上農莊,川上農莊,majorDestination,川上農莊,,,,,,1,true
康恩園(I),康恩園(I),majorDestination,康恩園(I),,,,,,1,true
御海峰第10座,御海峰第10座,majorDestination,御海峰第10座,,,,,,1,true
御翠園10,御翠園10,majorDestination,御翠園10,,,,,,1,true
御翠園7,御翠園7,majorDestination,御翠園7,,,,,,1,true
德仁樓第八期,德仁樓第八期,majorDestination,德仁樓第八期,,,,,,1,true
志恒汽車服務公司,志恒汽車服務公司,majorDestination,志恒汽車服務公司,,,,,,1,true
悉護專業護理服務有限公司,悉護專業護理服務有限公司,majorDestination,悉護專業護理服務有限公司,,,,,,1,true
愛火花,愛火花,majorDestination,愛火花,,,,,,1,true
戈林第十座,戈林第十座,majorDestination,戈林第十座,,,,,,1,true
手工藝禮品,手工藝禮品,majorDestination,手工藝禮品,,,,,,1,true
捉魚排,捉魚排,majorDestination,捉魚排,,,,,,1,true
捌零汽車服務,捌零汽車服務,majorDestination,捌零汽車服務,,,,,,1,true
探索號R,探索號R,majorDestination,探索號R,,,,,,1,true
攸美山莊N座,攸美山莊N座,majorDestination,攸美山莊N座,,,,,,1,true
攸美山莊R座,攸美山莊R座,majorDestination,攸美山莊R座,,,,,,1,true
攸美山莊T座,攸美山莊T座,majorDestination,攸美山莊T座,,,,,,1,true
數碼港五座,數碼港五座,majorDestination,數碼港五座,,,,,,1,true
文記車行,文記車行,majorDestination,文記車行,,,,,,1,true
斌善豪園第10座,斌善豪園第10座,majorDestination,斌善豪園第10座,,,,,,1,true
斌善豪園第5座,斌善豪園第5座,majorDestination,斌善豪園第5座,,,,,,1,true
斌善豪園第6座,斌善豪園第6座,majorDestination,斌善豪園第6座,,,,,,1,true
斌善豪園第7座,斌善豪園第7座,majorDestination,斌善豪園第7座,,,,,,1,true
斌善豪園第8座,斌善豪園第8座,majorDestination,斌善豪園第8座,,,,,,1,true
新港城N座,新港城N座,majorDestination,新港城N座,,,,,,1,true
新港城Q座,新港城Q座,majorDestination,新港城Q座,,,,,,1,true
新港城R座,新港城R座,majorDestination,新港城R座,,,,,,1,true
新港城第三期,新港城第三期,majorDestination,新港城第三期,,,,,,1,true
新界車房,新界車房,majorDestination,新界車房,,,,,,1,true
新興汽車服務,新興汽車服務,majorDestination,新興汽車服務,,,,,,1,true
新都城第二期第二座,新都城第二期第二座,majorDestination,新都城第二期第二座,,,,,,1,true
日本汽車玻璃公司,日本汽車玻璃公司,majorDestination,日本汽車玻璃公司,,,,,,1,true
旺角大球場,旺角大球場,majorDestination,旺角大球場,,,,,,1,true
旺角大球場 - 近售票處,旺角大球場 - 近售票處,majorDestination,旺角大球場 - 近售票處,,,,,,1,true
旺角大球場廁所,旺角大球場廁所,majorDestination,旺角大球場廁所,,,,,,1,true
星堤第10座,星堤第10座,majorDestination,星堤第10座,,,,,,1,true
星堤第9座,星堤第9座,majorDestination,星堤第9座,,,,,,1,true
普利樓,普利樓,majorDestination,普利樓,,,,,,1,true
景香樓,景香樓,majorDestination,景香樓,,,,,,1,true
晶晶小築,晶晶小築,majorDestination,晶晶小築,,,,,,1,true
智樂遊戲萬象館,智樂遊戲萬象館,majorDestination,智樂遊戲萬象館,,,,,,1,true
有成汽車公司,有成汽車公司,majorDestination,有成汽車公司,,,,,,1,true
木的地·Ｒ,木的地·Ｒ,majorDestination,木的地·Ｒ,,,,,,1,true
"本計劃委託之化驗所(金鐘), (樣本收集點)","本計劃委託之化驗所(金鐘), (樣本收集點)",majorDestination,"本計劃委託之化驗所(金鐘), (樣本收集點)",,,,,,1,true
杏花新城,杏花新城,majorDestination,杏花新城,,,,,,1,true
東岸公園 (第一期),東岸公園 (第一期),majorDestination,東岸公園 (第一期),,,,,,1,true
東華東院,東華東院,majorDestination,東華東院,,,,,,1,true
東蘆N座,東蘆N座,majorDestination,東蘆N座,,,,,,1,true
松福樓,松福樓,majorDestination,松福樓,,,,,,1,true
柏橋10座,柏橋10座,majorDestination,柏橋10座,,,,,,1,true
柏橋7座,柏橋7座,majorDestination,柏橋7座,,,,,,1,true
柏橋9座,柏橋9座,majorDestination,柏橋9座,,,,,,1,true
柏逸10,柏逸10,majorDestination,柏逸10,,,,,,1,true
柏逸6,柏逸6,majorDestination,柏逸6,,,,,,1,true
柏逸7,柏逸7,majorDestination,柏逸7,,,,,,1,true
柏逸8,柏逸8,majorDestination,柏逸8,,,,,,1,true
柏逸9,柏逸9,majorDestination,柏逸9,,,,,,1,true
柴灣公園 (指定位置),柴灣公園 (指定位置),majorDestination,柴灣公園 (指定位置),,,,,,1,true
栢慧豪園第一座,栢慧豪園第一座,majorDestination,栢慧豪園第一座,,,,,,1,true
栢慧豪園第三座,栢慧豪園第三座,majorDestination,栢慧豪園第三座,,,,,,1,true
栢慧豪園第二座,栢慧豪園第二座,majorDestination,栢慧豪園第二座,,,,,,1,true
栢慧豪園第五座,栢慧豪園第五座,majorDestination,栢慧豪園第五座,,,,,,1,true
栢慧豪園第六座,栢慧豪園第六座,majorDestination,栢慧豪園第六座,,,,,,1,true
格林伯格樓,格林伯格樓,majorDestination,格林伯格樓,,,,,,1,true
樂和·東寓,樂和·東寓,majorDestination,樂和·東寓,,,,,,1,true
樂活易,樂活易,majorDestination,樂活易,,,,,,1,true
樂繽fun,樂繽fun,majorDestination,樂繽fun,,,,,,1,true
橋座室二,橋座室二,majorDestination,橋座室二,,,,,,1,true
歡樂家族,歡樂家族,majorDestination,歡樂家族,,,,,,1,true
死因裁判法庭,死因裁判法庭,majorDestination,死因裁判法庭,,,,,,1,true
每悅事,每悅事,majorDestination,每悅事,,,,,,1,true
毓華護老院有限公司,毓華護老院有限公司,majorDestination,毓華護老院有限公司,,,,,,1,true
永寧籃球場,永寧籃球場,majorDestination,永寧籃球場,,,,,,1,true
沙田公園 (指定位置),沙田公園 (指定位置),majorDestination,沙田公園 (指定位置),,,,,,1,true
沙田慈氏護養院,沙田慈氏護養院,majorDestination,沙田慈氏護養院,,,,,,1,true
沙田第一城第七座,沙田第一城第七座,majorDestination,沙田第一城第七座,,,,,,1,true
沙田賽馬會公眾壁球場,沙田賽馬會公眾壁球場,majorDestination,沙田賽馬會公眾壁球場,,,,,,1,true
泓山N號屋,泓山N號屋,majorDestination,泓山N號屋,,,,,,1,true
流浮‧東寓,流浮‧東寓,majorDestination,流浮‧東寓,,,,,,1,true
流浮‧東寓A座,流浮‧東寓A座,majorDestination,流浮‧東寓A座,,,,,,1,true
流浮‧東寓B座,流浮‧東寓B座,majorDestination,流浮‧東寓B座,,,,,,1,true
流浮‧東寓C座,流浮‧東寓C座,majorDestination,流浮‧東寓C座,,,,,,1,true
流浮‧東寓D座,流浮‧東寓D座,majorDestination,流浮‧東寓D座,,,,,,1,true
浴室易,浴室易,majorDestination,浴室易,,,,,,1,true
海天灣10座,海天灣10座,majorDestination,海天灣10座,,,,,,1,true
海天灣5座,海天灣5座,majorDestination,海天灣5座,,,,,,1,true
海天灣6座,海天灣6座,majorDestination,海天灣6座,,,,,,1,true
海天灣7座,海天灣7座,majorDestination,海天灣7座,,,,,,1,true
海天灣8座,海天灣8座,majorDestination,海天灣8座,,,,,,1,true
海天灣9座,海天灣9座,majorDestination,海天灣9座,,,,,,1,true
海峯園,海峯園,majorDestination,海峯園,,,,,,1,true
海璇II第2座,海璇II第2座,majorDestination,海璇II第2座,,,,,,1,true
海璇II第5座,海璇II第5座,majorDestination,海璇II第5座,,,,,,1,true
海逸坊,海逸坊,majorDestination,海逸坊,,,,,,1,true
浸信會愛羣社會服務處旭羣樓中途宿舍,浸信會愛羣社會服務處旭羣樓中途宿舍,majorDestination,浸信會愛羣社會服務處旭羣樓中途宿舍,,,,,,1,true
浸信會愛羣社會服務處樂羣樓宿舍,浸信會愛羣社會服務處樂羣樓宿舍,majorDestination,浸信會愛羣社會服務處樂羣樓宿舍,,,,,,1,true
浸信會愛羣社會服務處欣羣樓宿舍,浸信會愛羣社會服務處欣羣樓宿舍,majorDestination,浸信會愛羣社會服務處欣羣樓宿舍,,,,,,1,true
深水埗,深水埗,majorDestination,深水埗,,,,,,1,true
深水埗公園,深水埗公園,majorDestination,深水埗公園,,,,,,1,true
添馬公園,添馬公園,majorDestination,添馬公園,,,,,,1,true
渝川會所,渝川會所,majorDestination,渝川會所,,,,,,1,true
港匯東,港匯東,majorDestination,港匯東,,,,,,1,true
港景峯第一座,港景峯第一座,majorDestination,港景峯第一座,,,,,,1,true
港景峯第三座,港景峯第三座,majorDestination,港景峯第三座,,,,,,1,true
港景峯第二座,港景峯第二座,majorDestination,港景峯第二座,,,,,,1,true
湖山網球場,湖山網球場,majorDestination,湖山網球場,,,,,,1,true
湛山寺慈德安老院,湛山寺慈德安老院,majorDestination,湛山寺慈德安老院,,,,,,1,true
瀑布灣公園,瀑布灣公園,majorDestination,瀑布灣公園,,,,,,1,true
瀑布灣公園 (指定位置),瀑布灣公園 (指定位置),majorDestination,瀑布灣公園 (指定位置),,,,,,1,true
灝景灣第八座,灝景灣第八座,majorDestination,灝景灣第八座,,,,,,1,true
灣仔,灣仔,majorDestination,灣仔,,,,,,1,true
灣仔公園,灣仔公園,majorDestination,灣仔公園,,,,,,1,true
灣仔區,灣仔區,majorDestination,灣仔區,,,,,,1,true
灣仔峽,灣仔峽,majorDestination,灣仔峽,,,,,,1,true
灣仔峽公園,灣仔峽公園,majorDestination,灣仔峽公園,,,,,,1,true
灣仔渡輪碼頭,灣仔渡輪碼頭,majorDestination,灣仔渡輪碼頭,,,,,,1,true
煮一煮,煮一煮,majorDestination,煮一煮,,,,,,1,true
獅子山公園,獅子山公園,majorDestination,獅子山公園,,,,,,1,true
獅子山公園 (指定位置),獅子山公園 (指定位置),majorDestination,獅子山公園 (指定位置),,,,,,1,true
獅子樓,獅子樓,majorDestination,獅子樓,,,,,,1,true
玫瑰園10座,玫瑰園10座,majorDestination,玫瑰園10座,,,,,,1,true
珀爵10,珀爵10,majorDestination,珀爵10,,,,,,1,true
珀爵6,珀爵6,majorDestination,珀爵6,,,,,,1,true
珀爵7,珀爵7,majorDestination,珀爵7,,,,,,1,true
珀爵8,珀爵8,majorDestination,珀爵8,,,,,,1,true
珀爵9,珀爵9,majorDestination,珀爵9,,,,,,1,true
珀麗灣第5期,珀麗灣第5期,majorDestination,珀麗灣第5期,,,,,,1,true
瓏門第2期,瓏門第2期,majorDestination,瓏門第2期,,,,,,1,true
生態巴士,生態巴士,majorDestination,生態巴士,,,,,,1,true
生態旅遊330,生態旅遊330,majorDestination,生態旅遊330,,,,,,1,true
畢打行,畢打行,majorDestination,畢打行,,,,,,1,true
皇后山軍營第10座,皇后山軍營第10座,majorDestination,皇后山軍營第10座,,,,,,1,true
皇后山軍營第6座,皇后山軍營第6座,majorDestination,皇后山軍營第6座,,,,,,1,true
皇后山軍營第7座,皇后山軍營第7座,majorDestination,皇后山軍營第7座,,,,,,1,true
皇后山軍營第9座,皇后山軍營第9座,majorDestination,皇后山軍營第9座,,,,,,1,true
皇御灣二期,皇御灣二期,majorDestination,皇御灣二期,,,,,,1,true
盈峰灣10號,盈峰灣10號,majorDestination,盈峰灣10號,,,,,,1,true
盈峰灣9號,盈峰灣9號,majorDestination,盈峰灣9號,,,,,,1,true
盛薈第二座,盛薈第二座,majorDestination,盛薈第二座,,,,,,1,true
真識玩,真識玩,majorDestination,真識玩,,,,,,1,true
石崗軍營5座,石崗軍營5座,majorDestination,石崗軍營5座,,,,,,1,true
石崗軍營6座,石崗軍營6座,majorDestination,石崗軍營6座,,,,,,1,true
石崗軍營7座,石崗軍營7座,majorDestination,石崗軍營7座,,,,,,1,true
石崗軍營8座,石崗軍營8座,majorDestination,石崗軍營8座,,,,,,1,true
石崗軍營N座,石崗軍營N座,majorDestination,石崗軍營N座,,,,,,1,true
石澳泳灘,石澳泳灘,majorDestination,石澳泳灘,,,,,,1,true
石澳海角郊遊區,石澳海角郊遊區,majorDestination,石澳海角郊遊區,,,,,,1,true
石硤尾公園 (指定位置),石硤尾公園 (指定位置),majorDestination,石硤尾公園 (指定位置),,,,,,1,true
碧堤坊,碧堤坊,majorDestination,碧堤坊,,,,,,1,true
碧濤第10座,碧濤第10座,majorDestination,碧濤第10座,,,,,,1,true
碧濤第5座,碧濤第5座,majorDestination,碧濤第5座,,,,,,1,true
碧濤第6座,碧濤第6座,majorDestination,碧濤第6座,,,,,,1,true
碧濤第7座,碧濤第7座,majorDestination,碧濤第7座,,,,,,1,true
碧濤第8座,碧濤第8座,majorDestination,碧濤第8座,,,,,,1,true
碧濤第9座,碧濤第9座,majorDestination,碧濤第9座,,,,,,1,true
社企吧！,社企吧！,majorDestination,社企吧！,,,,,,1,true
祥園(I-N),祥園(I-N),majorDestination,祥園(I-N),,,,,,1,true
祥康園,祥康園,majorDestination,祥康園,,,,,,1,true
福園,福園,majorDestination,福園,,,,,,1,true
窰匠手作,窰匠手作,majorDestination,窰匠手作,,,,,,1,true
第10座,第10座,majorDestination,第10座,,,,,,1,true
第2座,第2座,majorDestination,第2座,,,,,,1,true
第2期 第2座,第2期 第2座,majorDestination,第2期 第2座,,,,,,1,true
第6座,第6座,majorDestination,第6座,,,,,,1,true
第7座,第7座,majorDestination,第7座,,,,,,1,true
第8座,第8座,majorDestination,第8座,,,,,,1,true
第9座,第9座,majorDestination,第9座,,,,,,1,true
第七座,第七座,majorDestination,第七座,,,,,,1,true
第九座,第九座,majorDestination,第九座,,,,,,1,true
第二座,第二座,majorDestination,第二座,,,,,,1,true
第五座,第五座,majorDestination,第五座,,,,,,1,true
第八座,第八座,majorDestination,第八座,,,,,,1,true
第六座,第六座,majorDestination,第六座,,,,,,1,true
第十座,第十座,majorDestination,第十座,,,,,,1,true
粉嶺臨時網球場,粉嶺臨時網球場,majorDestination,粉嶺臨時網球場,,,,,,1,true
粉嶺遊樂場,粉嶺遊樂場,majorDestination,粉嶺遊樂場,,,,,,1,true
糧船灣海,糧船灣海,majorDestination,糧船灣海,,,,,,1,true
紅花嶺郊野公園,紅花嶺郊野公園,majorDestination,紅花嶺郊野公園,,,,,,1,true
紫亭,紫亭,majorDestination,紫亭,,,,,,1,true
綠在大埔,綠在大埔,majorDestination,綠在大埔,,,,,,1,true
綠在大埔墟,綠在大埔墟,majorDestination,綠在大埔墟,,,,,,1,true
綠在太和,綠在太和,majorDestination,綠在太和,,,,,,1,true
綠在新蒲崗,綠在新蒲崗,majorDestination,綠在新蒲崗,,,,,,1,true
綠在深水埗,綠在深水埗,majorDestination,綠在深水埗,,,,,,1,true
綠在灣仔,綠在灣仔,majorDestination,綠在灣仔,,,,,,1,true
綠在青衣,綠在青衣,majorDestination,綠在青衣,,,,,,1,true
綠悅N屋,綠悅N屋,majorDestination,綠悅N屋,,,,,,1,true
綠悅Q屋,綠悅Q屋,majorDestination,綠悅Q屋,,,,,,1,true
綠惜超級市場,綠惜超級市場,majorDestination,綠惜超級市場,,,,,,1,true
綠色小腳板,綠色小腳板,majorDestination,綠色小腳板,,,,,,1,true
維多利亞港,維多利亞港,majorDestination,維多利亞港,,,,,,1,true
維港.星岸,維港.星岸,majorDestination,維港.星岸,,,,,,1,true
維港滙II第2座,維港滙II第2座,majorDestination,維港滙II第2座,,,,,,1,true
維港頌第一座,維港頌第一座,majorDestination,維港頌第一座,,,,,,1,true
維港頌第七座,維港頌第七座,majorDestination,維港頌第七座,,,,,,1,true
維港頌第三座,維港頌第三座,majorDestination,維港頌第三座,,,,,,1,true
維港頌第二座,維港頌第二座,majorDestination,維港頌第二座,,,,,,1,true
維港頌第五座,維港頌第五座,majorDestination,維港頌第五座,,,,,,1,true
維港頌第八座,維港頌第八座,majorDestination,維港頌第八座,,,,,,1,true
維港頌第六座,維港頌第六座,majorDestination,維港頌第六座,,,,,,1,true
編號507郵箱,編號507郵箱,majorDestination,編號507郵箱,,,,,,1,true
縉瑤N座,縉瑤N座,majorDestination,縉瑤N座,,,,,,1,true
縉瑤Q座,縉瑤Q座,majorDestination,縉瑤Q座,,,,,,1,true
縉瑤二期2座,縉瑤二期2座,majorDestination,縉瑤二期2座,,,,,,1,true
縱橫公共關係顧問集團有限公司,縱橫公共關係顧問集團有限公司,majorDestination,縱橫公共關係顧問集團有限公司,,,,,,1,true
羅屋民俗館,羅屋民俗館,majorDestination,羅屋民俗館,,,,,,1,true
羅弼時爵士壁球場,羅弼時爵士壁球場,majorDestination,羅弼時爵士壁球場,,,,,,1,true
翠峰10,翠峰10,majorDestination,翠峰10,,,,,,1,true
翠峰6,翠峰6,majorDestination,翠峰6,,,,,,1,true
翠峰8,翠峰8,majorDestination,翠峰8,,,,,,1,true
翠峰9,翠峰9,majorDestination,翠峰9,,,,,,1,true
翠巒七,翠巒七,majorDestination,翠巒七,,,,,,1,true
翠巒九,翠巒九,majorDestination,翠巒九,,,,,,1,true
翠巒八,翠巒八,majorDestination,翠巒八,,,,,,1,true
翠巒六,翠巒六,majorDestination,翠巒六,,,,,,1,true
翠巒十,翠巒十,majorDestination,翠巒十,,,,,,1,true
翠麗豪園N座,翠麗豪園N座,majorDestination,翠麗豪園N座,,,,,,1,true
翠麗豪園R座,翠麗豪園R座,majorDestination,翠麗豪園R座,,,,,,1,true
翠麗豪園T座,翠麗豪園T座,majorDestination,翠麗豪園T座,,,,,,1,true
翠麗豪園U座,翠麗豪園U座,majorDestination,翠麗豪園U座,,,,,,1,true
翡翠別墅10座,翡翠別墅10座,majorDestination,翡翠別墅10座,,,,,,1,true
翡翠別墅5座,翡翠別墅5座,majorDestination,翡翠別墅5座,,,,,,1,true
翡翠別墅6座,翡翠別墅6座,majorDestination,翡翠別墅6座,,,,,,1,true
翡翠別墅7座,翡翠別墅7座,majorDestination,翡翠別墅7座,,,,,,1,true
翡翠別墅8座,翡翠別墅8座,majorDestination,翡翠別墅8座,,,,,,1,true
翡翠別墅9座,翡翠別墅9座,majorDestination,翡翠別墅9座,,,,,,1,true
聯邦物流（香港）有限公司,聯邦物流（香港）有限公司,majorDestination,聯邦物流（香港）有限公司,,,,,,1,true
育賢坊,育賢坊,majorDestination,育賢坊,,,,,,1,true
膳動衡,膳動衡,majorDestination,膳動衡,,,,,,1,true
自動車,自動車,majorDestination,自動車,,,,,,1,true
舂磡角慈氏護養院,舂磡角慈氏護養院,majorDestination,舂磡角慈氏護養院,,,,,,1,true
茶具文物館,茶具文物館,majorDestination,茶具文物館,,,,,,1,true
